sentence,label
and I knew right away that this was going to be the program for me.,1
I knew that this gonna be the program that would take me to the next level.,0
About the program... when I started the program immediately I noticed gains in my vertical.,1
and I didnt measure my vertical before I started using the jump manual but I’m using the rim on the basket as a gauge to how high I’m jumping and how much I’m improving.,1
and before I started using the jump manual I was barely reaching the rim on a good day jumping off of One foot.,0
"attorney general, a deputy defense secretary",1
"And so, as a result, I think you saw the candidates not necessarily giving so much red meat that some of the base voters would really be enthusiastic about",1
RAY SUAREZ: What were the standout moments of last nights program,1
ARI SHAPIRO: I think people were very surprised that Newt Gingrich took the stance on immigration that he did,1
This was the first debate where Newt Gingrich was in the lead in some polls,1
And he could have played it safe,0
"When this child was born, it shifted the atmosphere",1
It started a new beginning,1
JONES: When I see Ezekiel expounding in the pulpit he has a different demeanor and hes firm and hes assured about what hes doing,1
"People use it to describe to women who just, like, wear clothes that they consider revealing",0
"And the word is meant to mean, “that kind of woman is bad",0
” The attitude and the description are all bound up together,1
"Now, maybe you have opinions and reasons for those opinions that you feel justify using this word",0
"But it might also be the case that you don’t actually think there’s anything wrong with having casual sex, or wearing certain kinds of clothes",1
"So, you might want to think twice about using a word like that",1
"Because when you use it, you’re signaling a specific attitude to other people",0
"So if it’s an attitude you don’t really hold, and one you don’t think others should hold, you should take care not to spread it through your speech",1
Now let me make just one more point,1
No one is telling you what you should or shouldn’t say here,1
"Hi, Im John Green, and this is not Crash Course: World History because were taking a week off",1
"However, we do have four episodes of World History left",1
"After that, we will be done",1
We will be done learning about the history of the world,1
We will have completed it,1
We will know everything that there is to know about world history,1
"Stan has just informed me that, apparently, there is more world history than just what we talked about on Crash Course: World History",0
Thats disappointing to learn,0
"He also says that some stuff happened today that we havent covered, and that stuff will happen tomorrow, and et cetera…hhuuhhh",1
"It just keeps happening! Anyway, speaking of Stan: starting in a few weeks, Stan is going to be hosting a Crash Course miniseries on intellectual property and copyright law, which is hugely important to all of us who care about making things and art and the quality of internet, so Im very excited for that",1
"Also, theres going to be Crash Course: Economics",1
"Adrian Hill &amp; Jacob Clifford will be teaming up to teach you economics so that you can understand, you know, why you are oppressed by the system of capitalism",1
Apparently Stan says that I cant say that,1
So that you can understand why the system of capitalism has been so beneficial to you,1
Apparently Stan says I also cant say that,1
"Thats why Im going—Im going to, to learn as well",1
"As for me, in the coming year Ill be popping into Crash Course videos here and there, but I have this other job, writing books",1
"Come to think of it, its both an intellectual property problem and an economics problem",1
"So I, Im going to try to write a book in the coming year, so you wont see quite as much of me, but enjoy Crash Course: Economics and Crash Course: Intellectual Property",1
Stan says that I have to leave the frame now so that he can enter it,1
"Bye! Stan: Hi, Im Stan Muller, and Im a real person",0
Im very excited that this April Im going to spend a few weeks teaching you about intellectual property,0
"embossing fun and funky patterns into fondant has never been easier with the new pattern embossers by Wilton these updated patterns create subtle textures and hard to achieve patterns into fondant or gum paste, the four new rollers come individually packaged and are designed to work perfectly with our current pattern embossing tool which is now been repackaged to include the Dot pattern embosser the burlap, geometric, leopard and quilt pattern embossers are perfect addition to any decorators tool set just pop the roller in the handle and youre ready to roll use the embossers to add detail to a fondant ribbon or cover the entire cake with decorative designs the possibilities are endless and the emboss designs work great for easy highlighting with Wilton color dust pearl dust color mist or edible food writing markers.",1
which is less of an issue,1
